@relation 'TrainingData_g2-6-weka.filters.unsupervised.attribute.Remove-V-R3,10,12,22,25'

@attribute light_bedroom {off,on}
@attribute current_PC_bedroom {off,standby,on}
@attribute current_lamp_livingroom {off,standby,on}
@attribute people_bedroom {off,on}
@attribute class {OtherActivity,g2-6}

@data
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,on,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
on,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,on,off,on,g2-6
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
on,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,on,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,off,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
off,standby,off,on,OtherActivity
